date,device,post,impression,complete,complete_rate
2026-07-07,android-tv,TRUE,1183,1140,0.9636517328825022
2026-07-08,android-tv,TRUE,1156,1117,0.9662629757785467
2026-07-09,android-tv,TRUE,1219,1167,0.9573420836751435
2026-07-10,android-tv,TRUE,1270,1230,0.968503937007874
2026-07-11,android-tv,TRUE,1132,1092,0.9646643109540636
2026-07-12,android-tv,TRUE,1189,1132,0.9520605550883096
2026-07-13,android-tv,TRUE,1205,1161,0.9634854771784233
2026-07-14,android-tv,TRUE,1254,1203,0.9593301435406698
2026-07-15,android-tv,TRUE,1258,1210,0.9618441971383148
2026-07-16,android-tv,TRUE,1216,1169,0.9613486842105263
2026-07-17,android-tv,TRUE,1230,1190,0.967479674796748
2026-07-18,android-tv,TRUE,1194,1141,0.9556113902847572
2026-07-19,android-tv,TRUE,1149,1109,0.9651871192341166
2026-07-20,android-tv,TRUE,1173,1124,0.9582267689684569
2026-07-21,android-tv,TRUE,1186,1135,0.9569983136593592
2026-07-22,android-tv,TRUE,1248,1193,0.9559294871794872
2026-07-23,android-tv,TRUE,1164,1115,0.9579037800687286
2026-07-24,android-tv,TRUE,1147,1105,0.963382737576286
2026-07-25,android-tv,TRUE,1171,1116,0.9530315969257045
2026-07-26,android-tv,TRUE,1258,1214,0.9650238473767886
2026-07-27,android-tv,TRUE,1222,1179,0.9648117839607201
2026-07-28,android-tv,TRUE,1141,1094,0.9588080631025416
2026-07-29,android-tv,TRUE,1252,1205,0.9624600638977636
2026-07-30,android-tv,TRUE,1218,1159,0.951559934318555
2026-07-31,android-tv,TRUE,1218,1164,0.9556650246305419
2025-12-01,game-console,FALSE,447,427,0.9552572706935123
2025-12-02,game-console,FALSE,463,439,0.9481641468682506
2025-12-03,game-console,FALSE,437,417,0.954233409610984
2025-12-04,game-console,FALSE,492,470,0.9552845528455285
2025-12-05,game-console,FALSE,454,434,0.9559471365638766
2025-12-06,game-console,FALSE,453,426,0.9403973509933775
2025-12-07,game-console,FALSE,457,435,0.9518599562363238
2025-12-08,game-console,FALSE,441,416,0.9433106575963719
2025-12-09,game-console,FALSE,441,404,0.9160997732426304
2025-12-10,game-console,FALSE,441,413,0.9365079365079365
2025-12-11,game-console,FALSE,405,392,0.9679012345679012
2025-12-12,game-console,FALSE,444,419,0.9436936936936937
2025-12-13,game-console,FALSE,461,439,0.9522776572668112
2025-12-14,game-console,FALSE,450,429,0.9533333333333334
2025-12-15,game-console,FALSE,438,418,0.954337899543379
2025-12-16,game-console,FALSE,487,455,0.9342915811088296
2025-12-17,game-console,FALSE,464,435,0.9375
2025-12-18,game-console,FALSE,426,407,0.9553990610328639
2025-12-19,game-console,FALSE,477,456,0.9559748427672956
2025-12-20,game-console,FALSE,430,404,0.9395348837209302
2025-12-21,game-console,FALSE,478,448,0.9372384937238494
2025-12-22,game-console,FALSE,423,406,0.9598108747044918
2025-12-23,game-console,FALSE,462,440,0.9523809523809523
2025-12-24,game-console,FALSE,444,423,0.9527027027027027
2025-12-25,game-console,FALSE,416,394,0.9471153846153846
2025-12-26,game-console,FALSE,443,422,0.9525959367945824
2025-12-27,game-console,FALSE,459,435,0.9477124183006536
2025-12-28,game-console,FALSE,429,407,0.9487179487179487
2025-12-29,game-console,FALSE,481,460,0.9563409563409564
2025-12-30,game-console,FALSE,455,427,0.9384615384615385
2025-12-31,game-console,FALSE,463,439,0.9481641468682506
2026-01-01,game-console,FALSE,436,417,0.9564220183486238
2026-01-02,game-console,FALSE,449,424,0.9443207126948775
2026-01-03,game-console,FALSE,416,397,0.9543269230769231
2026-01-04,game-console,FALSE,448,419,0.9352678571428571
2026-01-05,game-console,FALSE,450,414,0.92
2026-01-06,game-console,FALSE,449,425,0.9465478841870824
2026-01-07,game-console,FALSE,406,393,0.9679802955665024
2026-01-08,game-console,FALSE,432,408,0.9444444444444444
2026-01-09,game-console,FALSE,464,446,0.9612068965517241
2026-01-10,game-console,FALSE,450,430,0.9555555555555556
2026-01-11,game-console,FALSE,446,426,0.9551569506726457
2026-01-12,game-console,FALSE,450,428,0.9511111111111111
2026-01-13,game-console,FALSE,460,439,0.9543478260869566
2026-01-14,game-console,FALSE,426,402,0.9436619718309859
2026-01-15,game-console,FALSE,446,417,0.9349775784753364
2026-01-16,game-console,FALSE,470,449,0.9553191489361702
2026-01-17,game-console,FALSE,432,411,0.9513888888888888
2026-01-18,game-console,FALSE,419,393,0.9379474940334129
2026-01-19,game-console,FALSE,443,419,0.945823927765237
2026-01-20,game-console,FALSE,449,435,0.9688195991091314
2026-01-21,game-console,FALSE,455,425,0.9340659340659341
2026-01-22,game-console,FALSE,478,447,0.9351464435146444
2026-01-23,game-console,FALSE,437,410,0.9382151029748284
2026-01-24,game-console,FALSE,475,449,0.9452631578947368
2026-01-25,game-console,FALSE,438,408,0.9315068493150684
2026-01-26,game-console,FALSE,434,416,0.9585253456221198
2026-01-27,game-console,FALSE,419,390,0.9307875894988067
2026-01-28,game-console,FALSE,444,418,0.9414414414414415
2026-01-29,game-console,FALSE,454,440,0.9691629955947136
2026-01-30,game-console,FALSE,428,406,0.9485981308411215
2026-01-31,game-console,FALSE,478,455,0.9518828451882845
2026-02-01,game-console,FALSE,411,390,0.948905109489051
2026-02-02,game-console,FALSE,453,423,0.9337748344370861
2026-02-03,game-console,FALSE,427,400,0.936768149882904
2026-02-04,game-console,FALSE,425,408,0.96
2026-02-05,game-console,FALSE,470,451,0.9595744680851064
2026-02-06,game-console,FALSE,483,462,0.9565217391304348
2026-02-07,game-console,FALSE,427,396,0.927400468384075
2026-02-08,game-console,FALSE,457,427,0.9343544857768052
2026-02-09,game-console,FALSE,436,413,0.9472477064220184
2026-02-10,game-console,FALSE,433,408,0.9422632794457275
2026-02-11,game-console,FALSE,451,420,0.9312638580931264
2026-02-12,game-console,FALSE,435,411,0.9448275862068966
2026-02-13,game-console,FALSE,462,435,0.9415584415584416
2026-02-14,game-console,FALSE,463,445,0.9611231101511879
2026-02-15,game-console,FALSE,443,429,0.9683972911963883
2026-02-16,game-console,FALSE,458,436,0.9519650655021834
2026-02-17,game-console,FALSE,443,419,0.945823927765237
2026-02-18,game-console,FALSE,449,423,0.9420935412026726
2026-02-19,game-console,FALSE,426,413,0.9694835680751174
2026-02-20,game-console,FALSE,444,428,0.963963963963964
2026-02-21,game-console,FALSE,441,416,0.9433106575963719
2026-02-22,game-console,FALSE,443,426,0.9616252821670429
2026-02-23,game-console,FALSE,483,455,0.9420289855072463
2026-02-24,game-console,FALSE,477,450,0.9433962264150944
2026-02-25,game-console,FALSE,444,419,0.9436936936936937
2026-02-26,game-console,FALSE,450,424,0.9422222222222222
2026-02-27,game-console,FALSE,468,448,0.9572649572649573
2026-02-28,game-console,FALSE,470,438,0.9319148936170213
2026-03-01,game-console,FALSE,443,413,0.9322799097065463
2026-03-02,game-console,FALSE,452,428,0.9469026548672567
2026-03-03,game-console,FALSE,473,453,0.9577167019027484
2026-03-04,game-console,FALSE,460,433,0.941304347826087
2026-03-05,game-console,FALSE,433,407,0.9399538106235565
2026-03-06,game-console,FALSE,436,413,0.9472477064220184
2026-03-07,game-console,FALSE,429,413,0.9627039627039627
2026-03-08,game-console,FALSE,434,407,0.9377880184331797
2026-03-09,game-console,FALSE,468,440,0.9401709401709402
2026-03-10,game-console,FALSE,460,441,0.9586956521739131
2026-03-11,game-console,FALSE,442,411,0.9298642533936652
2026-03-12,game-console,FALSE,447,432,0.9664429530201343
2026-03-13,game-console,FALSE,427,412,0.9648711943793911
2026-03-14,game-console,FALSE,471,454,0.9639065817409767
2026-03-15,game-console,FALSE,426,405,0.9507042253521126
2026-03-16,game-console,FALSE,469,448,0.9552238805970149
2026-03-17,game-console,FALSE,445,417,0.9370786516853933
2026-03-18,game-console,FALSE,445,418,0.9393258426966292
2026-03-19,game-console,FALSE,402,376,0.9353233830845771
2026-03-20,game-console,FALSE,444,421,0.9481981981981982
2026-03-21,game-console,FALSE,464,438,0.9439655172413793
2026-03-22,game-console,FALSE,429,402,0.9370629370629371
2026-03-23,game-console,FALSE,429,410,0.9557109557109557
2026-03-24,game-console,FALSE,432,406,0.9398148148148148
2026-03-25,game-console,FALSE,475,449,0.9452631578947368
2026-03-26,game-console,FALSE,448,423,0.9441964285714286
2026-03-27,game-console,FALSE,474,450,0.9493670886075949
2026-03-28,game-console,FALSE,451,434,0.9623059866962306
2026-03-29,game-console,FALSE,443,418,0.9435665914221218
2026-03-30,game-console,FALSE,422,401,0.9502369668246445
2026-03-31,game-console,FALSE,458,437,0.9541484716157205
2026-04-01,game-console,FALSE,471,455,0.9660297239915074
2026-04-02,game-console,FALSE,443,414,0.9345372460496614
2026-04-03,game-console,FALSE,435,413,0.9494252873563218
2026-04-04,game-console,FALSE,472,457,0.9682203389830508
2026-04-05,game-console,FALSE,491,462,0.9409368635437881
2026-04-06,game-console,FALSE,470,439,0.9340425531914893
2026-04-07,game-console,FALSE,472,438,0.9279661016949152
2026-04-08,game-console,FALSE,487,454,0.9322381930184805
2026-04-09,game-console,FALSE,437,415,0.9496567505720824
2026-04-10,game-console,FALSE,477,451,0.9454926624737946
2026-04-11,game-console,FALSE,452,426,0.9424778761061947
2026-04-12,game-console,FALSE,426,401,0.9413145539906104
2026-04-13,game-console,FALSE,392,366,0.9336734693877551
2026-04-14,game-console,FALSE,469,445,0.9488272921108742
2026-04-15,game-console,FALSE,480,457,0.9520833333333333
2026-04-16,game-console,FALSE,448,423,0.9441964285714286
2026-04-17,game-console,FALSE,429,418,0.9743589743589743
2026-04-18,game-console,FALSE,435,410,0.9425287356321839
2026-04-19,game-console,FALSE,441,409,0.927437641723356
2026-04-20,game-console,FALSE,464,438,0.9439655172413793
2026-04-21,game-console,FALSE,465,438,0.9419354838709677
2026-04-22,game-console,FALSE,413,395,0.9564164648910412
2026-04-23,game-console,FALSE,458,430,0.9388646288209607
2026-04-24,game-console,FALSE,468,443,0.9465811965811965
2026-04-25,game-console,FALSE,421,396,0.9406175771971497
2026-04-26,game-console,FALSE,469,441,0.9402985074626866
2026-04-27,game-console,FALSE,495,466,0.9414141414141414
2026-04-28,game-console,FALSE,426,395,0.9272300469483568
2026-04-29,game-console,FALSE,448,419,0.9352678571428571
2026-04-30,game-console,FALSE,479,445,0.9290187891440501
2026-05-01,game-console,FALSE,453,433,0.9558498896247241
2026-05-02,game-console,FALSE,467,439,0.9400428265524625
2026-05-03,game-console,FALSE,445,417,0.9370786516853933
2026-05-04,game-console,FALSE,468,439,0.938034188034188
2026-05-05,game-console,FALSE,427,407,0.9531615925058547
2026-05-06,game-console,FALSE,394,365,0.9263959390862944
2026-05-07,game-console,FALSE,419,396,0.9451073985680191
2026-05-08,game-console,FALSE,411,381,0.927007299270073
2026-05-09,game-console,FALSE,430,403,0.9372093023255814
2026-05-10,game-console,FALSE,437,415,0.9496567505720824
2026-05-11,game-console,FALSE,460,436,0.9478260869565217
2026-05-12,game-console,FALSE,461,437,0.9479392624728851
2026-05-13,game-console,FALSE,475,455,0.9578947368421052
2026-05-14,game-console,FALSE,440,418,0.95
2026-05-15,game-console,FALSE,457,425,0.9299781181619255
2026-05-16,game-console,FALSE,465,430,0.9247311827956989
2026-05-17,game-console,FALSE,464,447,0.9633620689655172
2026-05-18,game-console,FALSE,398,374,0.9396984924623115
2026-05-19,game-console,FALSE,467,433,0.9271948608137045
2026-05-20,game-console,FALSE,440,416,0.9454545454545454
2026-05-21,game-console,FALSE,413,389,0.9418886198547215
2026-05-22,game-console,FALSE,421,396,0.9406175771971497
2026-05-23,game-console,FALSE,446,421,0.9439461883408071
2026-05-24,game-console,FALSE,443,418,0.9435665914221218
2026-05-25,game-console,FALSE,451,427,0.9467849223946785
2026-05-26,game-console,FALSE,453,426,0.9403973509933775
2026-05-27,game-console,FALSE,453,420,0.9271523178807947
2026-05-28,game-console,FALSE,423,407,0.9621749408983451
2026-05-29,game-console,FALSE,462,431,0.9329004329004329
2026-05-30,game-console,FALSE,456,433,0.9495614035087719
2026-05-31,game-console,FALSE,436,409,0.9380733944954128
2026-06-01,game-console,TRUE,488,460,0.9426229508196722
2026-06-02,game-console,TRUE,471,448,0.9511677282377919
2026-06-03,game-console,TRUE,438,416,0.9497716894977168
2026-06-04,game-console,TRUE,436,410,0.9403669724770642
2026-06-05,game-console,TRUE,497,469,0.9436619718309859
2026-06-06,game-console,TRUE,456,435,0.9539473684210527
2026-06-07,game-console,TRUE,427,407,0.9531615925058547
2026-06-08,game-console,TRUE,425,405,0.9529411764705882
2026-06-09,game-console,TRUE,406,389,0.958128078817734
2026-06-10,game-console,TRUE,473,439,0.9281183932346723
2026-06-11,game-console,TRUE,482,454,0.941908713692946
2026-06-12,game-console,TRUE,490,460,0.9387755102040817
2026-06-13,game-console,TRUE,454,427,0.9405286343612335
2026-06-14,game-console,TRUE,432,409,0.9467592592592593
2026-06-15,game-console,TRUE,408,397,0.9730392156862745
2026-06-16,game-console,TRUE,416,394,0.9471153846153846
2026-06-17,game-console,TRUE,463,438,0.9460043196544277
2026-06-18,game-console,TRUE,428,406,0.9485981308411215
2026-06-19,game-console,TRUE,457,428,0.936542669584245
2026-06-20,game-console,TRUE,437,412,0.9427917620137299
2026-06-21,game-console,TRUE,433,409,0.9445727482678984
2026-06-22,game-console,TRUE,480,461,0.9604166666666667
2026-06-23,game-console,TRUE,420,398,0.9476190476190476
2026-06-24,game-console,TRUE,466,438,0.9399141630901288
2026-06-25,game-console,TRUE,470,431,0.9170212765957447
2026-06-26,game-console,TRUE,433,418,0.9653579676674365
2026-06-27,game-console,TRUE,488,462,0.9467213114754098
2026-06-28,game-console,TRUE,468,443,0.9465811965811965
2026-06-29,game-console,TRUE,416,398,0.9567307692307693
2026-06-30,game-console,TRUE,413,392,0.9491525423728814
2026-07-01,game-console,TRUE,450,424,0.9422222222222222
2026-07-02,game-console,TRUE,408,381,0.9338235294117647
2026-07-03,game-console,TRUE,457,438,0.9584245076586433
2026-07-04,game-console,TRUE,436,409,0.9380733944954128
2026-07-05,game-console,TRUE,476,448,0.9411764705882353
2026-07-06,game-console,TRUE,444,431,0.9707207207207207
2026-07-07,game-console,TRUE,453,433,0.9558498896247241
2026-07-08,game-console,TRUE,469,441,0.9402985074626866
2026-07-09,game-console,TRUE,456,431,0.9451754385964912
2026-07-10,game-console,TRUE,442,417,0.9434389140271493
2026-07-11,game-console,TRUE,449,424,0.9443207126948775
2026-07-12,game-console,TRUE,450,416,0.9244444444444444
2026-07-13,game-console,TRUE,454,427,0.9405286343612335
2026-07-14,game-console,TRUE,458,430,0.9388646288209607
2026-07-15,game-console,TRUE,444,424,0.954954954954955
2026-07-16,game-console,TRUE,429,399,0.9300699300699301
2026-07-17,game-console,TRUE,420,396,0.9428571428571428
2026-07-18,game-console,TRUE,455,434,0.9538461538461539
2026-07-19,game-console,TRUE,454,437,0.9625550660792952
2026-07-20,game-console,TRUE,444,426,0.9594594594594594
2026-07-21,game-console,TRUE,424,399,0.9410377358490566
2026-07-22,game-console,TRUE,464,440,0.9482758620689655
2026-07-23,game-console,TRUE,449,421,0.9376391982182628
2026-07-24,game-console,TRUE,430,407,0.9465116279069767
2026-07-25,game-console,TRUE,449,419,0.933184855233853
2026-07-26,game-console,TRUE,430,398,0.9255813953488372
2026-07-27,game-console,TRUE,417,395,0.947242206235012
2026-07-28,game-console,TRUE,451,435,0.9645232815964523
2026-07-29,game-console,TRUE,449,428,0.9532293986636972
2026-07-30,game-console,TRUE,488,460,0.9426229508196722
2026-07-31,game-console,TRUE,442,425,0.9615384615384616
2025-12-01,ios,FALSE,4091,3815,0.9325348325592765
2025-12-02,ios,FALSE,4065,3813,0.9380073800738007
2025-12-03,ios,FALSE,4095,3838,0.9372405372405372
2025-12-04,ios,FALSE,3990,3696,0.9263157894736842
2025-12-05,ios,FALSE,4107,3874,0.9432675919162405
2025-12-06,ios,FALSE,4063,3796,0.93428501107556
2025-12-07,ios,FALSE,4061,3778,0.9303127308544693
2025-12-08,ios,FALSE,4039,3801,0.9410745233968805
2025-12-09,ios,FALSE,4008,3732,0.9311377245508982
2025-12-10,ios,FALSE,4107,3845,0.9362064767470173
2025-12-11,ios,FALSE,4035,3769,0.9340768277571252
2025-12-12,ios,FALSE,4173,3855,0.9237958303378864
2025-12-13,ios,FALSE,4096,3846,0.93896484375
2025-12-14,ios,FALSE,4197,3907,0.9309030259709317
2025-12-15,ios,FALSE,4072,3777,0.9275540275049116
2025-12-16,ios,FALSE,3977,3708,0.9323610761880815
2025-12-17,ios,FALSE,3993,3736,0.9356373653894315
2025-12-18,ios,FALSE,3985,3725,0.9347553324968633
2025-12-19,ios,FALSE,4124,3879,0.9405916585838991
2025-12-20,ios,FALSE,4179,3876,0.927494615936827
2025-12-21,ios,FALSE,4081,3799,0.9308992893898554
2025-12-22,ios,FALSE,3934,3669,0.9326385358413828
2025-12-23,ios,FALSE,4039,3775,0.9346372864570438
2025-12-24,ios,FALSE,4037,3776,0.9353480307158781
2025-12-25,ios,FALSE,4188,3923,0.9367239732569246
2025-12-26,ios,FALSE,4053,3772,0.9306686405132001
2025-12-27,ios,FALSE,3963,3706,0.9351501387837496
2025-12-28,ios,FALSE,4006,3724,0.9296055916125812
2025-12-29,ios,FALSE,4047,3780,0.9340252038547072
2025-12-30,ios,FALSE,4025,3753,0.9324223602484472
2025-12-31,ios,FALSE,4064,3800,0.9350393700787402
2026-01-01,ios,FALSE,3990,3735,0.9360902255639098
2026-01-02,ios,FALSE,4031,3807,0.9444306623666584
2026-01-03,ios,FALSE,4193,3882,0.9258287622227522
2026-01-04,ios,FALSE,4018,3759,0.9355400696864111
2026-01-05,ios,FALSE,4040,3792,0.9386138613861386
2026-01-06,ios,FALSE,4042,3773,0.9334487877288471
2026-01-07,ios,FALSE,4017,3754,0.9345282549166044
2026-01-08,ios,FALSE,4041,3792,0.9383815887156645
2026-01-09,ios,FALSE,4036,3724,0.9226957383548068
2026-01-10,ios,FALSE,4076,3777,0.9266437684003925
2026-01-11,ios,FALSE,4020,3717,0.9246268656716418
2026-01-12,ios,FALSE,3960,3703,0.9351010101010101
2026-01-13,ios,FALSE,4048,3778,0.933300395256917
2026-01-14,ios,FALSE,3889,3638,0.935458986886089
2026-01-15,ios,FALSE,4094,3830,0.9355153883732291
2026-01-16,ios,FALSE,4106,3858,0.9396005845104725
2026-01-17,ios,FALSE,4035,3763,0.9325898389095415
2026-01-18,ios,FALSE,3910,3652,0.9340153452685422
2026-01-19,ios,FALSE,3960,3723,0.9401515151515152
2026-01-20,ios,FALSE,4079,3816,0.9355234126011277
2026-01-21,ios,FALSE,4105,3824,0.9315468940316687
2026-01-22,ios,FALSE,3989,3753,0.9408373025821007
2026-01-23,ios,FALSE,4136,3881,0.9383462282398453
2026-01-24,ios,FALSE,4002,3728,0.9315342328835582
2026-01-25,ios,FALSE,4074,3756,0.9219440353460973
2026-01-26,ios,FALSE,4082,3825,0.9370406663400294
2026-01-27,ios,FALSE,4179,3896,0.9322804498683895
2026-01-28,ios,FALSE,4054,3792,0.9353724716329551
2026-01-29,ios,FALSE,4079,3799,0.9313557244422652
2026-01-30,ios,FALSE,4054,3809,0.9395658608781451
2026-01-31,ios,FALSE,4019,3741,0.9308285643194825
2026-02-01,ios,FALSE,4009,3764,0.9388875031179845
2026-02-02,ios,FALSE,4058,3769,0.928782651552489
2026-02-03,ios,FALSE,3998,3748,0.9374687343671836
2026-02-04,ios,FALSE,4043,3806,0.941380163245115
2026-02-05,ios,FALSE,4093,3811,0.9311018812606889
2026-02-06,ios,FALSE,4019,3772,0.9385419258522021
2026-02-07,ios,FALSE,4018,3719,0.9255848680935789
2026-02-08,ios,FALSE,4116,3813,0.9263848396501457
2026-02-09,ios,FALSE,4057,3794,0.9351737737244269
2026-02-10,ios,FALSE,4030,3741,0.928287841191067
2026-02-11,ios,FALSE,4117,3837,0.9319893126062667
2026-02-12,ios,FALSE,4098,3811,0.9299658369936554
2026-02-13,ios,FALSE,4005,3719,0.9285892634207241
2026-02-14,ios,FALSE,4122,3830,0.9291606016496846
2026-02-15,ios,FALSE,4120,3815,0.9259708737864077
2026-02-16,ios,FALSE,3994,3687,0.9231347020530796
2026-02-17,ios,FALSE,3956,3704,0.9362992922143579
2026-02-18,ios,FALSE,3944,3672,0.9310344827586207
2026-02-19,ios,FALSE,4065,3795,0.933579335793358
2026-02-20,ios,FALSE,4033,3786,0.9387552690304984
2026-02-21,ios,FALSE,4113,3836,0.9326525650376853
2026-02-22,ios,FALSE,4015,3742,0.9320049813200498
2026-02-23,ios,FALSE,3902,3643,0.933623782675551
2026-02-24,ios,FALSE,3957,3689,0.9322719231741218
2026-02-25,ios,FALSE,4036,3758,0.9311199207135779
2026-02-26,ios,FALSE,4012,3748,0.93419740777667
2026-02-27,ios,FALSE,4012,3766,0.9386839481555334
2026-02-28,ios,FALSE,4179,3868,0.925580282364202
2026-03-01,ios,FALSE,4029,3704,0.9193348225366096
2026-03-02,ios,FALSE,3953,3676,0.9299266379964584
2026-03-03,ios,FALSE,4098,3856,0.9409468033186921
2026-03-04,ios,FALSE,4068,3788,0.9311701081612586
2026-03-05,ios,FALSE,3970,3692,0.9299748110831234
2026-03-06,ios,FALSE,4009,3756,0.9368919930157147
2026-03-07,ios,FALSE,3966,3679,0.9276348966212808
2026-03-08,ios,FALSE,4010,3728,0.9296758104738154
2026-03-09,ios,FALSE,4024,3763,0.9351391650099403
2026-03-10,ios,FALSE,4064,3783,0.9308562992125984
2026-03-11,ios,FALSE,4056,3732,0.9201183431952663
2026-03-12,ios,FALSE,3903,3657,0.9369715603382014
2026-03-13,ios,FALSE,4035,3758,0.9313506815365551
2026-03-14,ios,FALSE,3946,3620,0.9173846933603649
2026-03-15,ios,FALSE,4049,3747,0.9254136823907138
2026-03-16,ios,FALSE,4079,3799,0.9313557244422652
2026-03-17,ios,FALSE,4067,3759,0.9242685025817556
2026-03-18,ios,FALSE,3987,3739,0.9377978429897166
2026-03-19,ios,FALSE,4063,3794,0.9337927639675117
2026-03-20,ios,FALSE,4055,3811,0.9398273736128236
2026-03-21,ios,FALSE,4074,3770,0.9253804614629357
2026-03-22,ios,FALSE,3934,3659,0.9300965937976614
2026-03-23,ios,FALSE,4080,3807,0.9330882352941177
2026-03-24,ios,FALSE,4059,3787,0.9329884207932988
2026-03-25,ios,FALSE,4052,3767,0.9296643632773939
2026-03-26,ios,FALSE,4064,3792,0.9330708661417323
2026-03-27,ios,FALSE,3985,3734,0.9370138017565872
2026-03-28,ios,FALSE,4015,3719,0.9262764632627646
2026-03-29,ios,FALSE,4034,3742,0.9276152702032722
2026-03-30,ios,FALSE,4108,3811,0.9277020447906524
2026-03-31,ios,FALSE,3992,3726,0.9333667334669339
2026-04-01,ios,FALSE,4024,3741,0.9296719681908548
2026-04-02,ios,FALSE,3999,3714,0.9287321830457614
2026-04-03,ios,FALSE,4122,3845,0.9327996118389131
2026-04-04,ios,FALSE,4000,3722,0.9305
2026-04-05,ios,FALSE,4096,3769,0.920166015625
2026-04-06,ios,FALSE,4098,3805,0.9285017081503172
2026-04-07,ios,FALSE,4100,3817,0.9309756097560976
2026-04-08,ios,FALSE,4028,3766,0.9349553128103277
2026-04-09,ios,FALSE,4060,3816,0.9399014778325123
2026-04-10,ios,FALSE,4104,3817,0.9300682261208577
2026-04-11,ios,FALSE,3997,3692,0.9236927695771829
2026-04-12,ios,FALSE,3969,3669,0.9244142101284959
2026-04-13,ios,FALSE,4159,3854,0.9266650637172397
2026-04-14,ios,FALSE,3988,3722,0.9332998996990973
2026-04-15,ios,FALSE,3992,3710,0.9293587174348698
2026-04-16,ios,FALSE,4085,3797,0.9294981640146879
2026-04-17,ios,FALSE,4046,3791,0.9369747899159664
2026-04-18,ios,FALSE,4162,3878,0.9317635752042287
2026-04-19,ios,FALSE,4012,3700,0.922233300099701
2026-04-20,ios,FALSE,4064,3764,0.9261811023622047
2026-04-21,ios,FALSE,4051,3797,0.9372994322389533
2026-04-22,ios,FALSE,4010,3723,0.928428927680798
2026-04-23,ios,FALSE,4059,3761,0.9265829021926583
2026-04-24,ios,FALSE,4013,3748,0.933964615001246
2026-04-25,ios,FALSE,4060,3761,0.9263546798029557
2026-04-26,ios,FALSE,4163,3858,0.9267355272639923
2026-04-27,ios,FALSE,4095,3804,0.928937728937729
2026-04-28,ios,FALSE,4028,3760,0.9334657398212513
2026-04-29,ios,FALSE,3928,3650,0.9292260692464358
2026-04-30,ios,FALSE,3916,3647,0.9313074565883555
2026-05-01,ios,FALSE,4128,3841,0.9304748062015504
2026-05-02,ios,FALSE,3976,3679,0.9253018108651911
2026-05-03,ios,FALSE,4074,3717,0.9123711340206185
2026-05-04,ios,FALSE,4065,3793,0.9330873308733088
2026-05-05,ios,FALSE,3977,3682,0.925823485038974
2026-05-06,ios,FALSE,4040,3757,0.929950495049505
2026-05-07,ios,FALSE,4061,3793,0.9340064023639497
2026-05-08,ios,FALSE,4075,3811,0.9352147239263804
2026-05-09,ios,FALSE,3986,3722,0.9337681886603111
2026-05-10,ios,FALSE,4081,3734,0.914971820632198
2026-05-11,ios,FALSE,3998,3707,0.9272136068034017
2026-05-12,ios,FALSE,4054,3766,0.9289590527873705
2026-05-13,ios,FALSE,4094,3805,0.929408891060088
2026-05-14,ios,FALSE,4071,3757,0.9228690739376074
2026-05-15,ios,FALSE,4084,3781,0.9258080313418218
2026-05-16,ios,FALSE,3960,3660,0.9242424242424242
2026-05-17,ios,FALSE,3989,3679,0.9222862872900476
2026-05-18,ios,FALSE,4020,3741,0.9305970149253732
2026-05-19,ios,FALSE,4001,3730,0.9322669332666833
2026-05-20,ios,FALSE,4043,3759,0.9297551323274796
2026-05-21,ios,FALSE,4025,3734,0.9277018633540373
2026-05-22,ios,FALSE,4014,3737,0.9309915296462382
2026-05-23,ios,FALSE,4095,3800,0.927960927960928
2026-05-24,ios,FALSE,4094,3777,0.9225696140693698
2026-05-25,ios,FALSE,4001,3722,0.9302674331417146
2026-05-26,ios,FALSE,4007,3722,0.9288744696780634
2026-05-27,ios,FALSE,4134,3820,0.9240445089501693
2026-05-28,ios,FALSE,4048,3779,0.9335474308300395
2026-05-29,ios,FALSE,3993,3705,0.9278737791134485
2026-05-30,ios,FALSE,3961,3680,0.9290583186064125
2026-05-31,ios,FALSE,4168,3823,0.9172264875239923
2026-06-01,ios,TRUE,4084,3831,0.938050930460333
2026-06-02,ios,TRUE,3986,3733,0.9365278474661315
2026-06-03,ios,TRUE,4136,3913,0.9460831721470019
2026-06-04,ios,TRUE,4006,3792,0.946580129805292
2026-06-05,ios,TRUE,4132,3906,0.9453049370764763
2026-06-06,ios,TRUE,3920,3662,0.9341836734693878
2026-06-07,ios,TRUE,4127,3887,0.9418463775139326
2026-06-08,ios,TRUE,4100,3847,0.9382926829268292
2026-06-09,ios,TRUE,4018,3787,0.9425087108013938
2026-06-10,ios,TRUE,4055,3799,0.9368680641183724
2026-06-11,ios,TRUE,4051,3819,0.9427301900765244
2026-06-12,ios,TRUE,4040,3815,0.9443069306930693
2026-06-13,ios,TRUE,3930,3677,0.9356234096692112
2026-06-14,ios,TRUE,4071,3818,0.9378531073446328
2026-06-15,ios,TRUE,4012,3776,0.9411764705882353
2026-06-16,ios,TRUE,4034,3813,0.9452156668319286
2026-06-17,ios,TRUE,4023,3805,0.945811583395476
2026-06-18,ios,TRUE,4041,3815,0.9440732491957436
2026-06-19,ios,TRUE,4040,3811,0.9433168316831683
2026-06-20,ios,TRUE,4004,3744,0.935064935064935
2026-06-21,ios,TRUE,4064,3805,0.93626968503937
2026-06-22,ios,TRUE,3943,3716,0.9424296221151408
2026-06-23,ios,TRUE,3845,3622,0.9420026007802341
2026-06-24,ios,TRUE,3966,3735,0.9417549167927383
